,loss,Caccuracy,Laccuracy,Daccuracy,val_loss,val_Caccuracy,val_Laccuracy,val_Daccuracy
0,2.580106735229492,0.8343750238418579,0.16468749940395355,0.14875000715255737,0.92174232006073,0.9750000238418579,0.41874998807907104,0.40625
1,0.6814406514167786,0.964062511920929,0.4137499928474426,0.40187498927116394,0.6744505763053894,0.9937499761581421,0.668749988079071,0.6625000238418579
2,0.405763179063797,0.9928125143051147,0.5518749952316284,0.5484374761581421,0.7167901396751404,0.9937499761581421,0.7124999761581421,0.7124999761581421
3,0.2787514925003052,0.995312511920929,0.6815624833106995,0.6784374713897705,0.6969386339187622,0.9937499761581421,0.6812499761581421,0.6812499761581421
4,0.20757438242435455,0.9962499737739563,0.7346875071525574,0.7337499856948853,0.6085823774337769,0.9937499761581421,0.7437499761581421,0.737500011920929
5,0.17998196184635162,0.995312511920929,0.7799999713897705,0.7768750190734863,0.6623069047927856,1.0,0.75,0.75
6,0.13698843121528625,0.9984375238418579,0.8209375143051147,0.8196874856948853,0.5891035795211792,1.0,0.800000011920929,0.800000011920929
7,0.13449770212173462,0.9996874928474426,0.8381249904632568,0.8378124833106995,0.5913267731666565,1.0,0.7875000238418579,0.7875000238418579
8,0.1906820684671402,0.9996874928474426,0.8381249904632568,0.8378124833106995,0.5413257479667664,1.0,0.7875000238418579,0.7875000238418579
9,0.14842712879180908,0.9971874952316284,0.8553125262260437,0.8534374833106995,0.5442132353782654,1.0,0.8187500238418579,0.8187500238418579
10,0.1376946121454239,0.9993749856948853,0.8696874976158142,0.8693749904632568,0.5819748640060425,1.0,0.824999988079071,0.824999988079071
11,0.11020193994045258,0.9987499713897705,0.9012500047683716,0.8999999761581421,0.5783008933067322,1.0,0.8500000238418579,0.8500000238418579
12,0.10612856596708298,0.9950000047683716,0.9040625095367432,0.9003124833106995,0.5950881242752075,1.0,0.8500000238418579,0.8500000238418579
13,0.09779530763626099,0.9993749856948853,0.8993750214576721,0.8990625143051147,0.5819811224937439,1.0,0.84375,0.84375
14,0.07498808205127716,0.9987499713897705,0.9381250143051147,0.9368749856948853,0.5737668871879578,1.0,0.862500011920929,0.862500011920929
15,0.14407236874103546,0.9865624904632568,0.8909375071525574,0.879687488079071,0.6220502257347107,1.0,0.831250011920929,0.831250011920929
16,0.1515539288520813,0.9950000047683716,0.893750011920929,0.8903124928474426,0.5634344816207886,1.0,0.8062499761581421,0.8062499761581421
17,0.08142218738794327,0.9996874928474426,0.9290624856948853,0.9287499785423279,0.47503623366355896,1.0,0.8062499761581421,0.8062499761581421
18,0.06438777595758438,1.0,0.9431250095367432,0.9431250095367432,0.4449737071990967,1.0,0.856249988079071,0.856249988079071
19,0.0562119334936142,1.0,0.9568750262260437,0.9568750262260437,0.4918355345726013,1.0,0.875,0.875
20,0.055403996258974075,1.0,0.9634374976158142,0.9634374976158142,0.39489978551864624,1.0,0.875,0.875
21,0.053947873413562775,1.0,0.9696875214576721,0.9696875214576721,0.39603808522224426,1.0,0.856249988079071,0.856249988079071
22,0.06680408120155334,0.9965624809265137,0.9621875286102295,0.9590625166893005,0.45008745789527893,1.0,0.8812500238418579,0.8812500238418579
23,0.052013859152793884,0.9996874928474426,0.9643750190734863,0.964062511920929,0.4641958177089691,1.0,0.8999999761581421,0.8999999761581421
24,0.04880858585238457,1.0,0.9709374904632568,0.9709374904632568,0.44564875960350037,1.0,0.887499988079071,0.887499988079071
25,0.056022509932518005,1.0,0.9712499976158142,0.9712499976158142,0.7279518842697144,0.9937499761581421,0.7875000238418579,0.78125
26,0.17073401808738708,0.995312511920929,0.9084374904632568,0.9053124785423279,0.6779710650444031,0.987500011920929,0.831250011920929,0.8187500238418579
27,0.07660320401191711,0.9981250166893005,0.9487500190734863,0.9478124976158142,0.5685388445854187,1.0,0.8812500238418579,0.8812500238418579
28,0.10535220801830292,1.0,0.9437500238418579,0.9437500238418579,0.6240977048873901,1.0,0.893750011920929,0.893750011920929
29,0.05995882675051689,0.9975000023841858,0.9678124785423279,0.965624988079071,0.5648152828216553,0.987500011920929,0.862500011920929,0.8500000238418579
30,0.08542435616254807,0.9943749904632568,0.9581249952316284,0.9524999856948853,0.5866691470146179,1.0,0.8500000238418579,0.8500000238418579
31,0.09779146313667297,0.9962499737739563,0.9540625214576721,0.9506250023841858,0.5749991536140442,1.0,0.887499988079071,0.887499988079071
32,0.061473917216062546,1.0,0.9653124809265137,0.9653124809265137,0.6065699458122253,1.0,0.84375,0.84375
33,0.044387683272361755,0.9993749856948853,0.981249988079071,0.9806249737739563,0.6161977052688599,1.0,0.8687499761581421,0.8687499761581421
34,0.04075370356440544,0.9996874928474426,0.9806249737739563,0.9806249737739563,0.6101203560829163,1.0,0.887499988079071,0.887499988079071
35,0.036593493074178696,1.0,0.9859374761581421,0.9859374761581421,0.625174880027771,1.0,0.8687499761581421,0.8687499761581421
36,0.03684258088469505,1.0,0.9871875047683716,0.9871875047683716,0.6011958122253418,1.0,0.875,0.875
37,0.09258974343538284,0.9975000023841858,0.9537500143051147,0.9518749713897705,0.5606693029403687,1.0,0.78125,0.78125
